Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
M24 1RW,Yes,53.540330,-2.167636,388988,404867,SD889048,Chadderton South,"Oldham, unparished area",1995-07-01,,102,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1RX,Yes,53.534211,-2.178610,388259,404188,SD882041,Chadderton South,"Oldham, unparished area",1980-01-01,,106,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1RZ,No,53.532527,-2.174967,388500,404000,SD884040,Chadderton South,"Oldham, unparished area",1980-01-01,1996-06-01,107,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SA,Yes,53.528898,-2.173217,388615,403596,SD886035,Chadderton South,"Oldham, unparished area",2014-12-01,,113,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SD,No,53.536124,-2.173473,388600,404400,SD886043,Chadderton South,"Oldham, unparished area",1987-04-01,1996-12-01,102,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SE,Yes,53.533335,-2.174138,388555,404090,SD885040,Chadderton South,"Oldham, unparished area",1980-01-01,,106,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SF,Yes,53.533427,-2.172585,388658,404100,SD886040,Chadderton South,"Oldham, unparished area",1980-01-01,,103,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SG,No,53.536124,-2.173473,388600,404400,SD886043,Chadderton South,"Oldham, unparished area",1998-12-01,1999-12-01,102,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SH,Yes,53.535884,-2.171812,388710,404373,SD887043,Chadderton South,"Oldham, unparished area",1980-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SJ,Yes,53.536855,-2.171982,388699,404481,SD886044,Chadderton South,"Oldham, unparished area",1980-01-01,,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SL,Yes,53.536638,-2.171466,388733,404457,SD887044,Chadderton South,"Oldham, unparished area",1980-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SN,Yes,53.532771,-2.180263,388149,404028,SD881040,Chadderton South,"Oldham, unparished area",1981-06-01,,109,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SW,Yes,53.534950,-2.177663,388322,404270,SD883042,Chadderton South,"Oldham, unparished area",1990-02-01,,105,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1SY,No,53.535219,-2.177996,388300,404300,SD882043,Chadderton South,"Oldham, unparished area",1994-05-01,1995-01-01,105,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1UB,Yes,53.539127,-2.171642,388722,404734,SD887047,Chadderton South,"Oldham, unparished area",2002-08-01,,104,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1UD,No,53.528898,-2.173232,388614,403596,SD886035,Chadderton South,"Oldham, unparished area",2002-05-01,2023-08-01,113,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1UN,Yes,53.533941,-2.179378,388208,404158,SD882041,Chadderton South,"Oldham, unparished area",2008-08-01,,107,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1UT,No,53.528898,-2.173217,388615,403596,SD886035,Chadderton South,"Oldham, unparished area",2014-09-01,2015-05-01,113,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1UU,Yes,53.534167,-2.177250,388349,404183,SD883041,Chadderton South,"Oldham, unparished area",2020-02-01,,105,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1XT,No,53.533266,-2.179692,388187,404083,SD881040,Chadderton South,"Oldham, unparished area",2003-03-01,2004-05-01,108,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1XX,Yes,53.533257,-2.179692,388187,404082,SD881040,Chadderton South,"Oldham, unparished area",1996-06-01,,108,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1YA,No,53.533266,-2.179692,388187,404083,SD881040,Chadderton South,"Oldham, unparished area",2004-01-01,2005-07-01,108,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1YS,No,53.533266,-2.179692,388187,404083,SD881040,Chadderton South,"Oldham, unparished area",2005-01-01,2005-09-01,108,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 1YY,No,53.533266,-2.179692,388187,404083,SD881040,Chadderton South,"Oldham, unparished area",2004-05-01,2005-07-01,108,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 2AA,Yes,53.540853,-2.173055,388629,404926,SD886049,Chadderton South,"Oldham, unparished area",1999-06-01,,103,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005330,Oldham 015B,E01005330,Oldham 015B
M24 2AY,Yes,53.542868,-2.171599,388726,405150,SD887051,Chadderton North,"Oldham, unparished area",1980-01-01,,104,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005329,Oldham 015A,E01005329,Oldham 015A
M24 2AZ,Yes,53.544065,-2.170563,388795,405283,SD887052,Chadderton North,"Oldham, unparished area",1980-01-01,,104,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005329,Oldham 015A,E01005329,Oldham 015A
M24 2EE,Yes,53.547177,-2.169413,388872,405629,SD888056,Chadderton North,"Oldham, unparished area",1980-01-01,,108,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005329,Oldham 015A,E01005329,Oldham 015A
M24 2FD,Yes,53.549658,-2.169257,388883,405905,SD888059,Chadderton North,"Oldham, unparished area",1980-01-01,,111,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005333,Oldham 015C,E01005333,Oldham 015C
M24 2TA,Yes,53.544623,-2.170384,388807,405345,SD888053,Chadderton North,"Oldham, unparished area",1992-01-01,,105,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005329,Oldham 015A,E01005329,Oldham 015A
M24 2TD,Yes,53.544291,-2.169915,388838,405308,SD888053,Chadderton North,"Oldham, unparished area",1992-01-01,,104,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005329,Oldham 015A,E01005329,Oldham 015A
M24 2TE,Yes,53.545415,-2.169240,388883,405433,SD888054,Chadderton North,"Oldham, unparished area",1992-01-01,,106,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005329,Oldham 015A,E01005329,Oldham 015A
M24 2WP,No,53.549361,-2.169316,388879,405872,SD888058,Chadderton North,"Oldham, unparished area",1998-06-01,2004-03-01,111,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005333,Oldham 015C,E01005333,Oldham 015C
M24 2YQ,Yes,53.543624,-2.170197,388819,405234,SD888052,Chadderton North,"Oldham, unparished area",2016-11-01,,94,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01005329,Oldham 015A,E01005329,Oldham 015A
M35 0AA,Yes,53.511509,-2.156467,389721,401659,SD897016,Failsworth East,"Oldham, unparished area",1980-01-01,,104,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005363,Oldham 032A,E01005363,Oldham 032A
M35 0AB,No,53.510077,-2.159796,389500,401500,SD894014,Failsworth West,"Oldham, unparished area",1992-08-01,1994-12-01,97,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AD,Yes,53.509855,-2.156747,389702,401475,SD897014,Failsworth East,"Oldham, unparished area",2004-09-01,,101,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005363,Oldham 032A,E01005363,Oldham 032A
M35 0AE,Yes,53.510447,-2.159058,389549,401541,SD895015,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AF,Yes,53.510563,-2.159285,389534,401554,SD895015,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AG,Yes,53.508578,-2.165128,389146,401334,SD891013,Failsworth West,"Oldham, unparished area",1980-01-01,,99,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0AH,Yes,53.510733,-2.160009,389486,401573,SD894015,Failsworth West,"Oldham, unparished area",1980-01-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AJ,Yes,53.510256,-2.160776,389435,401520,SD894015,Failsworth West,"Oldham, unparished area",1980-01-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AL,Yes,53.507249,-2.164399,389194,401186,SD891011,Failsworth West,"Oldham, unparished area",1994-12-01,,100,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0AN,Yes,53.509662,-2.161181,389408,401454,SD894014,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AP,Yes,53.509587,-2.163533,389252,401446,SD892014,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0AQ,Yes,53.509146,-2.164074,389216,401397,SD892013,Failsworth West,"Oldham, unparished area",1980-01-01,,99,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AR,Yes,53.508729,-2.164644,389178,401351,SD891013,Failsworth West,"Oldham, unparished area",1980-01-01,,99,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AS,Yes,53.508362,-2.164160,389210,401310,SD892013,Failsworth West,"Oldham, unparished area",1980-01-01,,100,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AT,Yes,53.509854,-2.159011,389552,401475,SD895014,Failsworth West,"Oldham, unparished area",2011-09-01,,99,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AU,Yes,53.508226,-2.165941,389092,401295,SD890012,Failsworth West,"Oldham, unparished area",1980-01-01,,99,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0AW,Yes,53.510029,-2.161937,389358,401495,SD893014,Failsworth West,"Oldham, unparished area",1980-01-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0AX,Yes,53.507731,-2.166753,389038,401240,SD890012,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0AY,Yes,53.506940,-2.166765,389037,401152,SD890011,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0AZ,Yes,53.507478,-2.167144,389012,401212,SD890012,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0BA,Yes,53.507219,-2.166570,389050,401183,SD890011,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0BB,Yes,53.507334,-2.167867,388964,401196,SD889011,Failsworth West,"Oldham, unparished area",1980-01-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0BD,Yes,53.507027,-2.168921,388894,401162,SD888011,Failsworth West,"Oldham, unparished area",1980-01-01,,96,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0BE,Yes,53.510436,-2.160068,389482,401540,SD894015,Failsworth West,"Oldham, unparished area",1994-05-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0BF,Yes,53.509190,-2.164497,389188,401402,SD891014,Failsworth West,"Oldham, unparished area",1994-05-01,,99,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0BG,Yes,53.505356,-2.174508,388523,400977,SD885009,Failsworth West,"Oldham, unparished area",1998-06-01,,93,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0BH,Yes,53.505546,-2.172336,388667,400998,SD886009,Failsworth West,"Oldham, unparished area",2012-12-01,,94,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0BJ,Yes,53.505227,-2.174898,388497,400963,SD884009,Failsworth West,"Oldham, unparished area",1980-01-01,,92,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0BL,Yes,53.509409,-2.162040,389351,401426,SD893014,Failsworth West,"Oldham, unparished area",1994-05-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0BN,Yes,53.504794,-2.176524,388389,400915,SD883009,Failsworth West,"Oldham, unparished area",1980-01-01,,91,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0BP,No,53.504975,-2.175319,388469,400935,SD884009,Failsworth West,"Oldham, unparished area",1980-01-01,2022-06-01,91,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0BQ,Yes,53.509300,-2.163035,389285,401414,SD892014,Failsworth West,"Oldham, unparished area",1994-05-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0BR,Yes,53.504491,-2.175394,388464,400881,SD884008,Failsworth West,"Oldham, unparished area",1980-01-01,,92,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0BS,Yes,53.503745,-2.174349,388533,400798,SD885007,Failsworth West,"Oldham, unparished area",1990-02-01,,92,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0BT,Yes,53.508892,-2.164147,389211,401369,SD892013,Failsworth West,"Oldham, unparished area",1994-05-01,,99,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0BU,Yes,53.510363,-2.161244,389404,401532,SD894015,Failsworth West,"Oldham, unparished area",1994-05-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0BW,Yes,53.505310,-2.174990,388491,400972,SD884009,Failsworth West,"Oldham, unparished area",1994-12-01,,92,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0BX,Yes,53.506298,-2.169582,388850,401081,SD888010,Failsworth West,"Oldham, unparished area",1994-05-01,,96,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0BY,Yes,53.505220,-2.173858,388566,400962,SD885009,Failsworth West,"Oldham, unparished area",1998-06-01,,93,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0BZ,Yes,53.505745,-2.171568,388718,401020,SD887010,Failsworth West,"Oldham, unparished area",1999-06-01,,94,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005370,Oldham 032C,E01005370,Oldham 032C
M35 0DA,No,53.511881,-2.155279,389800,401700,SD897017,Failsworth East,"Oldham, unparished area",1980-01-01,1994-05-01,104,England,2024-09-07,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01005363,Oldham 032A,E01005363,Oldham 032A
M35 0DB,Yes,53.506999,-2.169645,388846,401159,SD888011,Failsworth West,"Oldham, unparished area",1995-01-01,,96,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DD,Yes,53.511192,-2.158275,389601,401624,SD896016,Failsworth West,"Oldham, unparished area",1980-01-01,,100,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0DE,Yes,53.511993,-2.158808,389566,401713,SD895017,Failsworth West,"Oldham, unparished area",1980-01-01,,99,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0DF,Yes,53.511172,-2.160976,389422,401622,SD894016,Failsworth West,"Oldham, unparished area",1980-01-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0DG,No,53.509656,-2.165660,389111,401454,SD891014,Failsworth West,"Oldham, unparished area",1980-01-01,2001-10-01,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DH,Yes,53.511886,-2.164733,389173,401702,SD891017,Failsworth West,"Oldham, unparished area",1988-03-01,,95,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DJ,Yes,53.510551,-2.161863,389363,401553,SD893015,Failsworth West,"Oldham, unparished area",1980-01-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0DL,Yes,53.510062,-2.163141,389278,401499,SD892014,Failsworth West,"Oldham, unparished area",1980-01-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DN,Yes,53.511456,-2.163480,389256,401654,SD892016,Failsworth West,"Oldham, unparished area",1980-01-01,,95,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0DP,Yes,53.509799,-2.164739,389172,401470,SD891014,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005371,Oldham 032D,E01005371,Oldham 032D
M35 0DQ,Yes,53.509088,-2.166532,389053,401391,SD890013,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DR,Yes,53.509564,-2.166760,389038,401444,SD890014,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DS,Yes,53.509969,-2.166294,389069,401489,SD890014,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DT,Yes,53.510428,-2.165979,389090,401540,SD890015,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DU,Yes,53.510599,-2.166131,389080,401559,SD890015,Failsworth West,"Oldham, unparished area",1980-01-01,,98,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DW,Yes,53.510340,-2.164878,389163,401530,SD891015,Failsworth West,"Oldham, unparished area",1980-01-01,,97,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DX,Yes,53.511688,-2.170144,388814,401681,SD888016,Failsworth West,"Oldham, unparished area",1980-01-01,,95,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
M35 0DY,Yes,53.511608,-2.170583,388785,401672,SD887016,Failsworth West,"Oldham, unparished area",1980-01-01,,94,England,2024-09-07,Within the building of the matched address closest to the postcode mean,E01005369,Oldham 032B,E01005369,Oldham 032B
