Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
BL1 1AT,Yes,53.577533,-2.427490,371792,409078,SD717090,Queens Park & Central,"Bolton, unparished area",2016-03-01,,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1AU,Yes,53.579121,-2.425374,371933,409254,SD719092,Queens Park & Central,"Bolton, unparished area",2016-12-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1AW,Yes,53.579247,-2.432821,371440,409271,SD714092,Queens Park & Central,"Bolton, unparished area",2021-07-01,,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1AY,No,53.579121,-2.425374,371933,409254,SD719092,Queens Park & Central,"Bolton, unparished area",2023-09-01,2023-11-01,94,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1BA,No,53.577731,-2.427371,371800,409100,SD717090,Queens Park & Central,"Bolton, unparished area",1980-01-01,1995-12-01,100,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1BB,Yes,53.579009,-2.433861,371371,409245,SD713092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,96,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BD,Yes,53.579593,-2.431420,371533,409309,SD715093,Queens Park & Central,"Bolton, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BE,No,53.579513,-2.431920,371500,409300,SD714093,Queens Park & Central,"Bolton, unparished area",1980-01-01,1995-12-01,99,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BF,No,53.579513,-2.431920,371500,409300,SD714093,Queens Park & Central,"Bolton, unparished area",1995-07-01,1996-06-01,99,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BG,Yes,53.579806,-2.429686,371648,409332,SD716093,Queens Park & Central,"Bolton, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BH,Yes,53.579864,-2.429326,371672,409338,SD716093,Queens Park & Central,"Bolton, unparished area",1980-01-01,,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BJ,No,53.579513,-2.431920,371500,409300,SD714093,Queens Park & Central,"Bolton, unparished area",1980-01-01,1982-12-01,99,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BL,Yes,53.579920,-2.428737,371711,409344,SD717093,Queens Park & Central,"Bolton, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BN,Yes,53.580120,-2.427954,371763,409366,SD717093,Queens Park & Central,"Bolton, unparished area",1991-01-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BP,No,53.579924,-2.427438,371797,409344,SD717093,Queens Park & Central,"Bolton, unparished area",1980-01-01,2001-09-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BQ,Yes,53.580067,-2.429779,371642,409361,SD716093,Queens Park & Central,"Bolton, unparished area",1980-01-01,,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BR,Yes,53.579967,-2.427542,371790,409349,SD717093,Queens Park & Central,"Bolton, unparished area",1980-01-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BS,No,53.579953,-2.427061,371822,409347,SD718093,Queens Park & Central,"Bolton, unparished area",1980-01-01,2001-12-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BT,No,53.579872,-2.426879,371834,409338,SD718093,Queens Park & Central,"Bolton, unparished area",1980-01-01,2017-05-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BU,Yes,53.579161,-2.429196,371680,409260,SD716092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1BW,No,53.580209,-2.428242,371744,409376,SD717093,Queens Park & Central,"Bolton, unparished area",1986-04-01,2009-02-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BX,No,53.577731,-2.427371,371800,409100,SD717090,Queens Park & Central,"Bolton, unparished area",1980-01-01,1994-05-01,100,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1BY,No,53.577469,-2.430419,371598,409072,SD715090,Queens Park & Central,"Bolton, unparished area",1980-01-01,2011-05-01,103,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1BZ,No,53.579128,-2.428895,371700,409256,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,2000-09-01,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DA,Yes,53.578721,-2.429161,371682,409211,SD716092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,102,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DB,Yes,53.579128,-2.428895,371700,409256,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DD,Yes,53.579255,-2.428064,371755,409270,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DE,No,53.588488,-2.425440,371935,410296,SD719102,Halliwell,"Bolton, unparished area",1987-10-01,2012-03-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1DF,Yes,53.579250,-2.427583,371787,409269,SD717092,Queens Park & Central,"Bolton, unparished area",1991-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DG,Yes,53.579168,-2.427187,371813,409260,SD718092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DH,No,53.578721,-2.429161,371682,409211,SD716092,Queens Park & Central,"Bolton, unparished area",2023-12-01,2024-01-01,101,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DJ,No,53.577737,-2.425861,371900,409100,SD718091,Queens Park & Central,"Bolton, unparished area",1980-01-01,1981-12-01,98,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DL,No,53.579524,-2.428899,371700,409300,SD717093,Queens Park & Central,"Bolton, unparished area",1980-01-01,1995-12-01,100,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DN,No,53.578673,-2.428090,371753,409205,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,2000-11-01,102,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DP,No,53.578047,-2.427117,371817,409135,SD718091,Queens Park & Central,"Bolton, unparished area",1980-01-01,2011-12-01,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DQ,No,53.578630,-2.427380,371800,409200,SD717091,Queens Park & Central,"Bolton, unparished area",1980-01-01,1992-12-01,101,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DR,Yes,53.578290,-2.426317,371870,409162,SD718091,Queens Park & Central,"Bolton, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DS,No,53.578562,-2.426398,371865,409192,SD718091,Queens Park & Central,"Bolton, unparished area",1980-01-01,2015-05-01,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DT,No,53.579494,-2.429684,371648,409297,SD716092,Queens Park & Central,"Bolton, unparished area",1980-01-01,2016-05-01,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DU,No,53.578104,-2.426257,371874,409141,SD718091,Queens Park & Central,"Bolton, unparished area",1994-12-01,2016-10-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DW,Yes,53.578165,-2.426922,371830,409148,SD718091,Queens Park & Central,"Bolton, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DX,No,53.578636,-2.425870,371900,409200,SD718092,Queens Park & Central,"Bolton, unparished area",1982-03-01,1991-12-01,98,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DY,Yes,53.578574,-2.425643,371915,409193,SD719091,Queens Park & Central,"Bolton, unparished area",1980-01-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1DZ,No,53.578573,-2.425869,371900,409193,SD719091,Queens Park & Central,"Bolton, unparished area",1980-01-01,2004-08-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EA,Yes,53.578689,-2.428088,371753,409207,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,102,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EB,Yes,53.578805,-2.425582,371919,409219,SD719092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1ED,No,53.578630,-2.427380,371800,409200,SD717091,Queens Park & Central,"Bolton, unparished area",1994-05-01,2000-06-01,101,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EE,Yes,53.578742,-2.426233,371876,409212,SD718092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EF,No,53.578630,-2.427380,371800,409200,SD717091,Queens Park & Central,"Bolton, unparished area",1980-01-01,1994-05-01,101,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EG,No,53.578809,-2.425207,371944,409219,SD719092,Queens Park & Central,"Bolton, unparished area",1980-01-01,1997-12-01,98,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EH,No,53.579257,-2.425423,371930,409269,SD719092,Queens Park & Central,"Bolton, unparished area",1995-07-01,2014-06-01,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EJ,Yes,53.578895,-2.425780,371906,409229,SD719092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EL,Yes,53.579063,-2.426506,371858,409248,SD718092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EN,No,53.578625,-2.428890,371700,409200,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,1998-06-01,102,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EP,No,53.578742,-2.426384,371866,409212,SD718092,Queens Park & Central,"Bolton, unparished area",1991-09-01,2010-10-01,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EQ,No,53.579501,-2.427736,371777,409297,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,2019-05-01,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1ER,No,53.577737,-2.425861,371900,409100,SD718091,Queens Park & Central,"Bolton, unparished area",1980-01-01,1995-01-01,98,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1ES,Yes,53.577291,-2.424769,371972,409050,SD719090,Queens Park & Central,"Bolton, unparished area",2004-04-01,,96,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1ET,Yes,53.577307,-2.424767,371972,409052,SD719090,Queens Park & Central,"Bolton, unparished area",2021-06-01,,94,England,2024-09-06,Imputed by ONS by reference to surrounding postcode grid references,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EW,No,53.578630,-2.427380,371800,409200,SD717091,Queens Park & Central,"Bolton, unparished area",1992-08-01,1999-06-01,101,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EX,Yes,53.578479,-2.434417,371334,409186,SD713091,Queens Park & Central,"Bolton, unparished area",1980-01-01,,96,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1EY,No,53.579493,-2.427449,371796,409296,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,2001-07-01,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1EZ,Yes,53.578378,-2.432558,371457,409174,SD714091,Queens Park & Central,"Bolton, unparished area",2000-12-01,,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1FA,No,53.579105,-2.425376,371933,409252,SD719092,Queens Park & Central,"Bolton, unparished area",1995-01-01,2016-08-01,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1FB,No,53.579554,-2.432887,371436,409305,SD714093,Queens Park & Central,"Bolton, unparished area",2000-12-01,2006-02-01,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1FD,No,53.588488,-2.425425,371936,410296,SD719102,Halliwell,"Bolton, unparished area",2004-10-01,2018-11-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FE,No,53.588488,-2.425425,371936,410296,SD719102,Halliwell,"Bolton, unparished area",1995-12-01,2018-11-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FF,No,53.578609,-2.433421,371400,409200,SD714092,Queens Park & Central,"Bolton, unparished area",1995-07-01,1995-12-01,98,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1FG,No,53.579554,-2.432887,371436,409305,SD714093,Queens Park & Central,"Bolton, unparished area",1996-12-01,2003-11-01,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1FH,Yes,53.588488,-2.425425,371936,410296,SD719102,Halliwell,"Bolton, unparished area",1997-06-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FJ,No,53.578117,-2.427768,371774,409143,SD717091,Queens Park & Central,"Bolton, unparished area",1997-06-01,1999-12-01,101,England,2024-09-06,Postcode sector mean (mainly PO Boxes),E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1FL,No,53.588488,-2.425440,371935,410296,SD719102,Halliwell,"Bolton, unparished area",1997-12-01,2008-06-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FN,No,53.579554,-2.432887,371436,409305,SD714093,Queens Park & Central,"Bolton, unparished area",1997-12-01,2006-04-01,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1FP,No,53.578117,-2.427768,371774,409143,SD717091,Queens Park & Central,"Bolton, unparished area",1997-12-01,1999-06-01,101,England,2024-09-06,Postcode sector mean (mainly PO Boxes),E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1FQ,No,53.588488,-2.425440,371935,410296,SD719102,Halliwell,"Bolton, unparished area",1998-06-01,2014-05-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FR,No,53.588488,-2.425440,371935,410296,SD719102,Halliwell,"Bolton, unparished area",1998-12-01,2012-09-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FS,No,53.588488,-2.425440,371935,410296,SD719102,Halliwell,"Bolton, unparished area",2009-12-01,2014-01-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FT,No,53.578117,-2.427768,371774,409143,SD717091,Queens Park & Central,"Bolton, unparished area",1999-06-01,2000-06-01,101,England,2024-09-06,Postcode sector mean (mainly PO Boxes),E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1FU,No,53.579554,-2.432887,371436,409305,SD714093,Queens Park & Central,"Bolton, unparished area",2000-12-01,2002-07-01,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1FW,No,53.588488,-2.425440,371935,410296,SD719102,Halliwell,"Bolton, unparished area",2000-06-01,2014-05-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FX,No,53.588488,-2.425425,371936,410296,SD719102,Halliwell,"Bolton, unparished area",2000-06-01,2018-09-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FY,No,53.588488,-2.425440,371935,410296,SD719102,Halliwell,"Bolton, unparished area",2000-12-01,2008-06-01,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1FZ,No,53.579257,-2.425423,371930,409269,SD719092,Queens Park & Central,"Bolton, unparished area",2000-07-01,2000-09-01,97,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1GA,No,53.579554,-2.432887,371436,409305,SD714093,Queens Park & Central,"Bolton, unparished area",2000-12-01,2003-11-01,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1GX,No,53.579554,-2.432887,371436,409305,SD714093,Queens Park & Central,"Bolton, unparished area",1996-12-01,1997-06-01,97,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1GY,No,53.578117,-2.427768,371774,409143,SD717091,Queens Park & Central,"Bolton, unparished area",1997-12-01,1998-12-01,101,England,2024-09-06,Postcode sector mean (mainly PO Boxes),E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1GZ,No,53.578609,-2.433421,371400,409200,SD714092,Queens Park & Central,"Bolton, unparished area",1995-07-01,1996-06-01,98,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1HA,Yes,53.579052,-2.432125,371486,409249,SD714092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1HB,No,53.579091,-2.431870,371503,409253,SD715092,Queens Park & Central,"Bolton, unparished area",1980-01-01,2012-06-01,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1HD,No,53.579513,-2.431920,371500,409300,SD714093,Queens Park & Central,"Bolton, unparished area",1980-01-01,1995-12-01,99,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1HE,No,53.579237,-2.431071,371556,409269,SD715092,Queens Park & Central,"Bolton, unparished area",1980-01-01,2017-04-01,101,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1HF,No,53.579513,-2.431920,371500,409300,SD714093,Queens Park & Central,"Bolton, unparished area",1980-01-01,1995-01-01,99,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1HG,No,53.579500,-2.428068,371755,409297,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,2008-01-01,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1HH,Yes,53.579436,-2.427613,371785,409290,SD717092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1HJ,Yes,53.579389,-2.426421,371864,409284,SD718092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,99,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1HL,Yes,53.579408,-2.425588,371919,409286,SD719092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1HN,No,53.578614,-2.431911,371500,409200,SD714092,Queens Park & Central,"Bolton, unparished area",1980-01-01,1981-12-01,102,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01033217,Bolton 016E,E01033217,Bolton 016E
BL1 1HP,No,53.578636,-2.425870,371900,409200,SD718092,Queens Park & Central,"Bolton, unparished area",1991-01-01,1995-01-01,98,England,2024-09-06,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1HQ,Yes,53.579509,-2.429969,371629,409299,SD716092,Queens Park & Central,"Bolton, unparished area",1980-01-01,,100,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
BL1 1HR,Yes,53.579946,-2.425820,371904,409346,SD719093,Queens Park & Central,"Bolton, unparished area",2020-08-01,,98,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01033220,Bolton 016F,E01033220,Bolton 016F
BL1 1HS,No,53.579365,-2.425394,371932,409281,SD719092,Queens Park & Central,"Bolton, unparished area",1980-01-01,2015-04-01,97,England,2024-09-06,Within the building of the matched address closest to the postcode mean,E01004817,Bolton 022E,E01004817,Bolton 022E
